user_id,username,tweet,description,hashtags,retweet_count,mention_count,follower_count,following_count,verified,account_age_days,label
113898,offer9716,"New likes strategy released, limited offer! #deal",Automated betting alerts and updates.,#discount #promo #NFT #giveaway #crypto,100,2,4836,738,False,450,1
100304,sam,"Another day, more travel. Stay stressed everyone.","Living, learning, and doing friends.",#family #fitness #weekend,33,0,400,247,False,1997,0
118890,offer1844,"Automate your NFT profits, sign up today! #promo",Stock trading marketing bot. exclusive access.,#bot #crypto #deal,67,3,4974,1695,False,7,1
105224,sara241,"Feeling grateful today, thinking about holiday.","Living, learning, and doing weekend.",#food,1,1,180,531,False,1005,0
115119,trade9504,Earn money with crypto. sign up today! #trading,24/7 forex signals and updates.,#promo #trading #crypto #sponsored,44,2,201,69,False,628,1
107728,david,Spending my time on family and feeling grateful.,Just a human who loves weekend.,#study #family,21,1,850,335,False,982,0
117202,trade2118,"Automate your loan profits, special deal! #sponsored",Likes marketing bot. click this link.,#ad #sponsored,0,3,810,1169,False,696,1
106695,neha732,"Another day, more exams. Stay angry everyone.","Living, learning, and doing gaming.",#weekend #music #fitness,36,2,524,444,False,1835,0
115403,deal7016,Earn money with likes. limited offer! #bot,Casino marketing bot. offer ends soon.,#NFT #crypto #discount #deal #bot,48,4,204,1542,False,440,1
100252,maria_dev,"Feeling tired today, thinking about health.","Motivated soul, work and coffee.",#family #mood #travel,17,2,608,8,False,2278,0
100511,omar820,Life update: festival and sad vibes.,"Living, learning, and doing music.",,5,2,1147,344,False,1063,0
117732,promo8671,"New AI signals strategy released, buy now! #ad",Official loan promotion account. discount.,#NFT #giveaway,61,2,6999,608,False,774,1
113000,trade2575,"Join our online course program today, discount! #crypto",Forex growth service. sign up today.,#sponsored #deal #bot,90,2,4335,762,False,128,1
115308,bot2447,Earn money with online course. discount! #NFT,Crypto growth service. buy now.,#deal #trading #NFT,50,3,4202,767,False,376,1
106969,priya,"Feeling proud today, thinking about college.",Student | holiday | trying my best.,,16,0,570,452,False,2250,0
118531,deal7043,"New weight loss strategy released, visit our website! #sponsored",24/7 stock trading signals and updates.,#discount #crypto #ad #sponsored #win,75,5,0,738,False,210,1
109358,maria,"Feeling confused today, thinking about study.",Student | coding | trying my best.,#study #life,22,1,648,36,False,531,0
112357,trade3480,"New stock trading strategy released, sign up today! #win",Official casino promotion account. click this link.,#giveaway #sponsored,59,6,85,1003,False,543,1
118124,auto6724,Earn money with NFT. buy now! #discount,Automated weight loss alerts and updates.,#trading #giveaway #discount #crypto,22,4,5498,195,False,532,1
100750,neha500,"Feeling happy today, thinking about gaming.","Happy soul, holiday and coffee.",,21,0,364,365,False,2137,0
115545,bot6971,"New followers strategy released, win prizes! #giveaway",Official followers promotion account. click this link.,#sponsored #crypto #deal #trading #promo,44,6,2538,50,False,464,1
109854,alex_music,Anyone else happy about friends these days?,"Blessed soul, gaming and coffee.",#mood,0,1,411,511,False,1105,0
100742,david_music,Life update: food and grateful vibes.,Student | festival | trying my best.,#travel #study #friends,60,2,610,298,True,1136,0
119368,crypto3174,"New stock trading strategy released, visit our website! #ad",Online course marketing bot. giveaway.,#deal #discount #bot #win #trading,53,1,5434,76,False,261,1
100176,neha_music,Life update: friends and excited vibes.,"Motivated soul, travel and coffee.",,25,0,280,380,False,1813,0
111206,offer4085,Boost your casino results now! offer ends soon. #bot,Automated crypto alerts and updates.,#NFT #discount #bot,74,2,159,2319,False,230,1
108285,omar,"Another day, more study. Stay excited everyone.",Just a human who loves food.,#travel #fitness,3,2,407,247,False,1213,0
117559,promo2222,Earn money with betting. exclusive access! #promo,Online course marketing bot. giveaway.,#NFT #win,90,3,23,272,False,180,1
112865,deal8031,"Automate your online course profits, win prizes! #crypto",Online course growth service. click this link.,#bot #sponsored #promo #trading #discount,39,0,280,815,False,635,1
109577,maria_food,Spending my time on cricket and feeling grateful.,Student | family | trying my best.,,34,1,478,509,False,2307,0
108769,sara454,Life update: holiday and stressed vibes.,"Grateful soul, movies and coffee.",#music,23,3,453,454,False,1236,0
106886,rahul_life,"Another day, more work. Stay confused everyone.",Movies lover and happy person.,,20,2,686,403,False,86,0
108191,sam56,"Another day, more health. Stay proud everyone.","Living, learning, and doing health.",,3,2,813,131,False,653,0
117415,deal9667,"Join our NFT program today, discount! #sponsored",Official AI signals promotion account. click this link.,#giveaway #crypto #discount,61,5,210,547,False,61,1
114322,auto6503,Boost your followers results now! visit our website. #giveaway,Loan marketing bot. win prizes.,#ad #crypto,37,4,2477,55,False,666,1
100381,priya_food,Spending my time on birthday and feeling grateful.,Just a human who loves movies.,,4,0,77,0,False,2386,0
114752,promo3431,"New loan strategy released, buy now! #sponsored",Official weight loss promotion account. win prizes.,#crypto #bot #ad #sponsored #promo,58,3,378,267,False,786,1
109931,omar572,"Feeling tired today, thinking about health.",Health lover and confused person.,#music #mood,32,0,763,500,False,789,0
115886,offer2977,Earn money with AI signals. sign up today! #ad,Crypto marketing bot. click this link.,#deal #win #trading #discount,65,2,5521,1154,False,525,1
107201,sara_life,Spending my time on music and feeling sad.,"Excited soul, holiday and coffee.",#life,16,1,583,25,False,546,0
109745,john_music,Anyone else proud about cricket these days?,"Living, learning, and doing gaming.",#travel #life,8,1,940,429,False,678,0
114805,auto3246,"Join our loan program today, buy now! #crypto",Stock trading marketing bot. exclusive access.,#crypto #trading #bot #promo,30,4,403,1865,False,543,1
108645,priya_life,"Another day, more birthday. Stay happy everyone.",Just a human who loves music.,,48,0,623,318,False,1506,0
109870,maria_dev,Life update: coffee and motivated vibes.,Just a human who loves football.,,0,3,749,302,False,1095,0
107515,priya104,Life update: music and tired vibes.,Just a human who loves coding.,#weekend #study #happy,16,2,1021,526,False,499,0
106015,priya660,Spending my time on health and feeling excited.,"Angry soul, family and coffee.",#music,31,0,1323,601,False,977,0
115807,promo8977,"Join our stock trading program today, exclusive access! #trading",Official stock trading promotion account. visit our website.,#giveaway #crypto #promo #trading,100,2,5246,867,False,278,1
109778,david,Spending my time on exams and feeling confused.,College lover and blessed person.,#family #life,4,2,623,548,False,1558,0
113266,trade8703,Boost your AI signals results now! special deal. #ad,Betting marketing bot. special deal.,#sponsored #win #trading #deal,21,3,246,615,False,345,1
108743,sam,Spending my time on exams and feeling happy.,"Happy soul, exams and coffee.",#food #family,7,1,359,644,False,1135,0
100984,john_food,Anyone else tired about college these days?,Just a human who loves coding.,#happy,26,0,1068,157,False,738,0
100439,david481,Spending my time on holiday and feeling motivated.,Study lover and grateful person.,#family #friends #travel,22,0,959,625,False,865,0
108398,priya_music,Anyone else angry about exams these days?,Just a human who loves health.,#food,25,1,1025,667,False,1187,0
103781,alex_dev,"Feeling happy today, thinking about exams.","Tired soul, travel and coffee.",,44,1,382,204,False,819,0
115654,bot1161,"Automate your crypto profits, discount! #win",Automated AI signals alerts and updates.,#deal #crypto #promo #NFT #sponsored,13,3,808,50,False,306,1
112731,deal9548,"Join our online course program today, discount! #crypto",Likes growth service. click this link.,#ad #discount #bot #win,61,2,103,810,False,293,1
119530,trade1961,"New AI signals strategy released, giveaway! #giveaway",24/7 AI signals signals and updates.,#NFT #promo,65,4,7297,1419,False,607,1
105472,omar,"Another day, more exams. Stay tired everyone.","Living, learning, and doing music.",#music #family,20,3,0,694,False,2041,0
112196,deal1436,Boost your stock trading results now! offer ends soon. #NFT,Ai signals growth service. sign up today.,#promo #NFT #sponsored #ad #win,37,4,11,546,False,564,1
118909,trade3961,"Automate your NFT profits, limited offer! #bot",Official crypto promotion account. click this link.,#ad #NFT,33,1,210,142,False,467,1
113799,trade2968,Earn money with forex. limited offer! #bot,Nft marketing bot. offer ends soon.,#promo #win,80,3,408,671,False,16,1
113188,crypto8488,"New likes strategy released, visit our website! #promo",Stock trading marketing bot. win prizes.,#discount #win #sponsored #ad #trading,58,0,5232,131,False,465,1
112509,auto2072,Boost your NFT results now! buy now. #discount,24/7 stock trading signals and updates.,#ad #bot #trading #giveaway #crypto,48,6,227,115,False,245,1
101226,david,Spending my time on festival and feeling sad.,"Living, learning, and doing coffee.",#mood,11,1,916,584,False,1574,0
107985,alex473,Spending my time on weekend and feeling stressed.,"Living, learning, and doing study.",#life #fitness,43,1,43,213,False,1213,0
114183,deal4760,Earn money with followers. win prizes! #giveaway,24/7 crypto signals and updates.,#crypto #bot #giveaway #sponsored,58,1,8589,1236,False,580,1
111633,offer4720,Boost your crypto results now! discount. #trading,24/7 crypto signals and updates.,#trading #sponsored,18,4,46,6319,False,547,1
117957,trade1916,Boost your stock trading results now! offer ends soon. #deal,24/7 betting signals and updates.,#trading #promo,59,2,1452,754,False,465,1
100903,david,Anyone else blessed about weekend these days?,Travel lover and confused person.,#food #friends #music,6,2,369,589,False,2023,0
113980,bot7977,"Join our weight loss program today, click this link! #win",24/7 stock trading signals and updates.,#NFT #win #sponsored,57,1,7344,359,False,133,1
115270,trade7508,"Automate your weight loss profits, exclusive access! #giveaway",Official NFT promotion account. special deal.,#bot #giveaway #discount #deal #promo,68,3,2983,1544,False,88,1
108280,omar8,Life update: coffee and excited vibes.,Student | food | trying my best.,,0,2,580,341,False,859,0
107107,priya,Anyone else tired about coffee these days?,"Living, learning, and doing holiday.",#friends #fitness,2,1,626,401,False,1202,0
113342,offer8254,"New followers strategy released, special deal! #trading",Followers growth service. offer ends soon.,#bot #sponsored #win #deal #trading,23,5,31,328,False,194,1
111008,offer5021,Boost your weight loss results now! offer ends soon. #giveaway,24/7 followers signals and updates.,#NFT #crypto #bot,50,5,2723,244,False,570,1
100366,priya,Life update: coffee and confused vibes.,"Living, learning, and doing coffee.",#happy #life #friends,16,1,1014,633,False,1303,0
110134,promo4893,"Automate your AI signals profits, special deal! #discount",Ai signals marketing bot. discount.,#sponsored #bot #giveaway #ad #win,90,1,542,963,False,607,1
103079,david886,"Another day, more gaming. Stay motivated everyone.","Living, learning, and doing exams.",#happy #music,16,2,885,340,False,1444,0
116767,trade1229,Earn money with loan. sign up today! #NFT,Official followers promotion account. visit our website.,#deal #win #ad,52,4,271,2724,False,589,1
103016,john510,Spending my time on coding and feeling sad.,Student | college | trying my best.,#friends #fitness,34,1,909,848,False,1370,0
106936,rahul_music,Anyone else motivated about travel these days?,"Tired soul, study and coffee.",#fitness #travel #happy,22,0,472,435,False,30,0
117993,trade9380,"Join our crypto program today, discount! #crypto",Ai signals marketing bot. giveaway.,#giveaway #deal #promo #bot #win,29,1,814,1290,False,519,1
110746,auto3719,Earn money with weight loss. discount! #trading,Official stock trading promotion account. buy now.,#deal #bot #giveaway #ad,53,0,459,50,False,560,1
101653,rahul_food,"Another day, more travel. Stay tired everyone.","Tired soul, birthday and coffee.",#life #music #friends,14,1,215,340,False,2308,0
115923,crypto1891,"Join our crypto program today, exclusive access! #discount",Stock trading marketing bot. buy now.,#crypto #ad,69,2,98,972,False,701,1
103422,rahul_music,Spending my time on football and feeling confused.,"Living, learning, and doing friends.",#weekend #family #happy,0,3,659,134,False,2066,0
113313,promo9188,Earn money with online course. offer ends soon! #deal,Stock trading marketing bot. visit our website.,#deal #discount #trading #crypto #sponsored,24,3,2083,531,False,432,1
115868,bot3390,Boost your stock trading results now! buy now. #bot,Automated loan alerts and updates.,#NFT #trading #win #giveaway #deal,64,2,83,1674,False,423,1
108925,neha_food,"Feeling proud today, thinking about college.",Just a human who loves gaming.,#weekend #fitness,44,0,471,638,False,1222,0
113186,promo1672,"Join our betting program today, win prizes! #NFT",Online course growth service. win prizes.,#win #crypto,78,2,923,2632,False,579,1
101206,alex694,Spending my time on coffee and feeling angry.,"Tired soul, friends and coffee.",#travel #music #life,0,1,481,230,False,1456,0
112715,deal3749,Earn money with weight loss. click this link! #promo,Forex growth service. discount.,#crypto #sponsored #deal #discount #promo,67,4,3892,914,False,392,1
108928,omar_food,Anyone else proud about health these days?,Student | family | trying my best.,#travel #friends,18,1,173,370,False,990,0
114477,trade9943,Boost your loan results now! visit our website. #sponsored,Automated stock trading alerts and updates.,#trading #crypto,58,4,54,210,False,339,1
101486,maria238,"Feeling blessed today, thinking about health.",Student | exams | trying my best.,#weekend #music,14,2,867,632,False,703,0
112326,offer1990,Boost your likes results now! visit our website. #win,24/7 loan signals and updates.,#NFT #discount,39,3,638,3020,False,558,1
111959,offer1958,"Automate your AI signals profits, discount! #win",24/7 followers signals and updates.,#ad #bot #crypto #promo,64,1,7360,986,False,381,1
100085,omar_music,Anyone else sad about food these days?,Student | birthday | trying my best.,#weekend #happy #life,14,1,187,754,False,1983,0
105665,rahul_dev,Life update: gaming and angry vibes.,Student | friends | trying my best.,,0,3,614,537,False,1566,0
100167,neha_dev,Anyone else angry about travel these days?,Just a human who loves health.,#travel #music,6,1,1274,509,False,2702,0
105377,sara,Anyone else happy about coffee these days?,Just a human who loves travel.,#study,32,1,551,324,False,2203,0
115940,crypto7808,Boost your crypto results now! click this link. #crypto,Automated NFT alerts and updates.,#promo #trading #discount #sponsored #bot,30,3,43,1823,False,638,1
115631,trade1452,"Join our weight loss program today, special deal! #ad",Official stock trading promotion account. sign up today.,#promo #giveaway #sponsored #crypto,46,3,6401,1270,False,716,1
104894,neha470,Anyone else angry about health these days?,Cricket lover and excited person.,,8,1,202,293,False,1254,0
107203,neha,"Feeling sad today, thinking about food.",Just a human who loves travel.,#travel #friends #happy,37,0,456,431,False,1383,0
118887,promo7782,"Join our loan program today, buy now! #crypto",24/7 casino signals and updates.,#ad #deal,81,3,3354,689,False,61,1
101418,david,"Another day, more weekend. Stay tired everyone.",Just a human who loves exams.,#happy #family,19,0,580,431,False,1273,0
107748,sara305,"Another day, more travel. Stay grateful everyone.",Gaming lover and angry person.,#weekend #friends,12,1,465,418,False,1129,0
102254,neha_dev,Spending my time on gaming and feeling confused.,Student | festival | trying my best.,,29,2,462,532,False,669,0
104063,sam746,Anyone else tired about health these days?,Student | exams | trying my best.,#fitness,31,2,460,512,False,1567,0
108860,david_dev,Anyone else tired about work these days?,Student | work | trying my best.,,26,1,260,183,False,1770,0
119646,trade4498,"New casino strategy released, click this link! #win",Automated weight loss alerts and updates.,#promo #trading #deal #win #sponsored,41,0,158,569,False,287,1
109014,david_dev,"Another day, more birthday. Stay proud everyone.",Just a human who loves travel.,,33,2,303,400,True,2090,0
108394,sam940,Anyone else angry about health these days?,Health lover and excited person.,#mood,19,1,462,523,False,1341,0
110282,bot7558,"Join our followers program today, sign up today! #NFT",Nft growth service. giveaway.,#trading #giveaway #crypto #win,72,1,999,244,False,135,1
104244,sara369,"Another day, more coding. Stay stressed everyone.",Just a human who loves family.,,14,3,663,59,False,1086,0
113530,bot9522,"New weight loss strategy released, offer ends soon! #sponsored",Stock trading growth service. offer ends soon.,#bot #promo #giveaway #trading,107,1,5564,142,False,564,1
102438,rahul907,"Feeling proud today, thinking about gaming.","Tired soul, holiday and coffee.",#fitness #food #weekend,29,1,321,278,False,853,0
105140,maria_life,Anyone else angry about food these days?,Holiday lover and stressed person.,#food,16,0,410,650,False,1917,0
102069,priya_dev,"Another day, more festival. Stay stressed everyone.",Study lover and grateful person.,#weekend #travel,1,0,859,472,False,1008,0
115224,deal8395,"Join our AI signals program today, click this link! #trading",24/7 forex signals and updates.,#giveaway #trading,98,2,156,215,False,633,1
113105,deal1805,Earn money with forex. discount! #sponsored,Automated forex alerts and updates.,#NFT #trading #discount #bot #crypto,85,5,343,50,False,815,1
117253,promo5861,"Automate your crypto profits, exclusive access! #ad",Stock trading marketing bot. discount.,#crypto #bot,42,4,741,495,False,426,1
106667,neha861,"Feeling confused today, thinking about travel.",Coding lover and angry person.,#travel #family,0,1,482,754,False,1904,0
101078,priya_dev,Spending my time on college and feeling confused.,"Blessed soul, food and coffee.",#life #music,5,1,621,439,False,2334,0
112832,bot7082,"Join our NFT program today, discount! #ad",Automated loan alerts and updates.,#promo #sponsored #bot #ad,14,4,3727,1072,False,339,1
102175,omar,Anyone else proud about exams these days?,"Grateful soul, travel and coffee.",#life #friends,17,2,738,561,False,1851,0
104125,john,"Feeling grateful today, thinking about college.",Just a human who loves coffee.,#travel #family,0,2,1028,327,False,2104,0
100624,sam_life,"Feeling blessed today, thinking about work.",Just a human who loves gaming.,#study,11,2,497,181,False,2477,0
110536,promo8450,"Automate your betting profits, visit our website! #giveaway",Official AI signals promotion account. buy now.,#discount #promo #NFT,43,3,202,123,False,450,1
116343,deal7051,Boost your crypto results now! discount. #ad,Stock trading growth service. offer ends soon.,#discount #giveaway #bot,3,1,3757,1611,False,309,1
104105,david_food,Life update: family and excited vibes.,"Proud soul, friends and coffee.",#weekend #food #fitness,30,0,984,64,False,1477,0
103550,alex_food,Anyone else proud about friends these days?,Cricket lover and sad person.,,1,2,712,473,False,952,0
107536,john,"Feeling tired today, thinking about coffee.","Living, learning, and doing coding.",,15,2,1092,0,False,1895,0
113661,offer8094,"New online course strategy released, exclusive access! #win",Official followers promotion account. exclusive access.,#promo #NFT #deal,85,2,212,1389,False,815,1
100147,omar72,Spending my time on college and feeling stressed.,Just a human who loves coffee.,,9,3,133,365,False,1202,0
106798,rahul_food,"Feeling tired today, thinking about food.",Student | study | trying my best.,#weekend #friends,20,1,518,535,False,1555,0
105786,neha,Anyone else confused about football these days?,Student | travel | trying my best.,#weekend,42,0,657,677,False,1270,0
117885,trade6079,"Automate your AI signals profits, giveaway! #bot",24/7 betting signals and updates.,#deal #bot #trading,43,4,4123,100,False,495,1
101354,priya_life,Life update: travel and proud vibes.,"Living, learning, and doing health.",#travel,18,1,452,517,False,1407,0
108756,maria_dev,"Feeling grateful today, thinking about football.","Living, learning, and doing weekend.",#study,18,0,917,415,False,2253,0
111010,auto5089,Boost your followers results now! visit our website. #promo,Crypto marketing bot. special deal.,#discount #sponsored #promo #bot,55,1,6465,964,False,653,1
118676,trade8698,"New crypto strategy released, limited offer! #promo",24/7 online course signals and updates.,#NFT #trading #promo #discount #crypto,25,4,224,347,False,867,1
119063,auto3218,"Automate your casino profits, win prizes! #ad",Automated stock trading alerts and updates.,#giveaway #win #NFT #bot #trading,78,1,3300,453,False,327,1
113195,offer7266,"New weight loss strategy released, buy now! #win",Official forex promotion account. offer ends soon.,#NFT #sponsored #deal,64,3,98,201,False,489,1
116541,trade3481,"Automate your weight loss profits, special deal! #deal",Stock trading marketing bot. giveaway.,#win #promo #NFT #ad,68,4,289,286,False,229,1
116319,auto3398,"Join our betting program today, sign up today! #ad",24/7 crypto signals and updates.,#discount #deal,68,0,3249,980,False,354,1
114969,crypto8066,"New casino strategy released, sign up today! #crypto",Followers growth service. discount.,#ad #deal,62,5,92,1227,False,475,1
106306,john240,"Another day, more weekend. Stay tired everyone.",Work lover and excited person.,#study #music,12,0,557,395,False,1829,0
107584,maria,Life update: holiday and sad vibes.,Student | birthday | trying my best.,#fitness #weekend #mood,0,1,279,400,False,1262,0
116289,auto8142,"Join our crypto program today, click this link! #crypto",24/7 NFT signals and updates.,#sponsored #win #giveaway #discount #promo,50,1,4136,1395,False,7,1
110455,deal1959,Boost your stock trading results now! win prizes. #trading,Crypto growth service. special deal.,#promo #NFT,49,4,7442,1250,False,642,1
108223,omar,"Feeling grateful today, thinking about work.",Student | music | trying my best.,#mood #study #family,10,0,1153,480,False,747,0
119967,deal9425,"Join our loan program today, offer ends soon! #promo",Official stock trading promotion account. limited offer.,#NFT #promo #sponsored #crypto #discount,34,4,376,671,False,583,1
116147,auto1653,Earn money with weight loss. limited offer! #discount,Automated AI signals alerts and updates.,#giveaway #NFT,25,0,7605,166,False,241,1
102447,omar,Life update: health and confused vibes.,"Angry soul, holiday and coffee.",#family,20,0,540,372,False,1334,0
101887,sam_life,Spending my time on birthday and feeling angry.,"Living, learning, and doing birthday.",#fitness #weekend #food,35,1,1098,648,False,2062,0
108818,alex654,"Another day, more friends. Stay confused everyone.",Student | cricket | trying my best.,#family #music,22,1,244,285,False,1250,0
114774,deal1235,"Automate your stock trading profits, offer ends soon! #deal",Automated betting alerts and updates.,#ad #deal #NFT,49,2,640,1605,False,970,1
111872,trade4587,Boost your forex results now! exclusive access. #crypto,Official followers promotion account. click this link.,#sponsored #crypto #NFT,25,6,3415,2744,False,512,1
100905,alex,"Another day, more football. Stay confused everyone.","Living, learning, and doing food.",,11,1,1005,137,False,2200,0
115000,deal9488,"Automate your online course profits, click this link! #ad",Official followers promotion account. exclusive access.,#sponsored #trading #ad #bot,77,5,5096,2022,False,357,1
117877,crypto7875,"Automate your AI signals profits, visit our website! #bot",Betting growth service. discount.,#promo #discount #giveaway,97,3,7690,236,False,488,1
104896,david524,Spending my time on food and feeling motivated.,Movies lover and excited person.,#weekend #travel,3,1,716,415,False,1768,0
119424,deal9095,Boost your loan results now! discount. #sponsored,Automated followers alerts and updates.,#deal #discount #giveaway #trading,40,3,30,1110,False,278,1
109859,priya_food,Spending my time on music and feeling confused.,"Sad soul, study and coffee.",,24,1,583,404,False,1592,0
112085,promo2426,"Join our AI signals program today, exclusive access! #ad",Official forex promotion account. visit our website.,#sponsored #deal #trading #NFT #win,32,2,541,2245,False,709,1
114150,offer6608,"Automate your likes profits, special deal! #trading",Official likes promotion account. discount.,#giveaway #promo,62,2,3993,281,False,50,1
109594,omar560,Spending my time on holiday and feeling proud.,Just a human who loves work.,#family #friends,34,1,449,252,False,1824,0
103102,david732,Life update: college and confused vibes.,"Living, learning, and doing travel.",,35,0,707,314,False,1153,0
112083,deal9212,"Join our weight loss program today, sign up today! #ad",Official crypto promotion account. offer ends soon.,#win #deal #NFT #promo,68,5,695,1746,False,730,1
100517,sara,Spending my time on friends and feeling stressed.,Student | gaming | trying my best.,#travel,13,3,674,265,False,1000,0
115181,auto8488,"New weight loss strategy released, win prizes! #crypto",Automated NFT alerts and updates.,#crypto #win #discount #sponsored,68,3,8165,375,False,187,1
106202,omar_dev,"Another day, more weekend. Stay motivated everyone.",Movies lover and happy person.,,7,0,739,439,False,1662,0
109883,david371,Spending my time on gaming and feeling proud.,"Tired soul, gaming and coffee.",#fitness #mood #friends,28,0,843,550,False,1220,0
110302,offer3346,Earn money with NFT. sign up today! #bot,Automated casino alerts and updates.,#promo #giveaway #ad,30,1,230,1068,False,397,1
112567,trade5116,"Join our likes program today, offer ends soon! #discount",Official followers promotion account. discount.,#bot #promo #giveaway #sponsored #trading,9,4,2654,535,False,793,1
109195,omar_music,"Feeling tired today, thinking about work.","Angry soul, friends and coffee.",#music #travel,1,0,736,226,False,1698,0
110903,deal4887,"New NFT strategy released, offer ends soon! #trading",Betting marketing bot. special deal.,#bot #trading #ad #crypto,97,3,4188,1727,False,197,1
110612,bot6197,"Automate your loan profits, sign up today! #crypto",Automated online course alerts and updates.,#win #promo #ad,65,4,153,1099,False,404,1
104750,neha631,Spending my time on weekend and feeling happy.,"Confused soul, football and coffee.",#travel,26,1,582,235,True,733,0
117711,crypto7963,"New weight loss strategy released, win prizes! #win",Crypto growth service. giveaway.,#crypto #trading #deal #NFT #bot,58,2,58,2787,False,297,1
118150,auto4192,Boost your AI signals results now! exclusive access. #bot,Automated loan alerts and updates.,#discount #win #crypto #sponsored,80,4,2812,125,False,425,1
110159,promo3074,Earn money with AI signals. exclusive access! #deal,Weight loss growth service. win prizes.,#ad #discount #sponsored #promo,83,6,6096,1165,False,280,1
115098,bot3716,Earn money with likes. visit our website! #discount,24/7 loan signals and updates.,#promo #trading #deal #sponsored,41,2,480,483,False,519,1
108206,maria_food,Spending my time on holiday and feeling happy.,Just a human who loves music.,#travel #study #happy,36,0,695,318,False,1555,0
114660,auto3687,Earn money with followers. exclusive access! #trading,24/7 casino signals and updates.,#bot #giveaway #promo #win #NFT,20,4,2701,592,False,326,1
119266,offer1832,"New weight loss strategy released, exclusive access! #ad",Crypto growth service. offer ends soon.,#promo #deal,43,0,3763,410,False,667,1
109809,sam_music,Anyone else angry about coffee these days?,"Blessed soul, college and coffee.",#weekend #life,32,2,560,355,False,869,0
106925,priya909,Life update: food and happy vibes.,"Living, learning, and doing food.",,0,2,684,756,False,1946,0
112299,auto6539,"New followers strategy released, exclusive access! #sponsored",24/7 loan signals and updates.,#bot #deal,102,3,86,961,False,771,1
103107,alex,Spending my time on gaming and feeling stressed.,"Confused soul, college and coffee.",#study #happy,35,1,592,426,False,1511,0
102006,rahul818,Anyone else blessed about coffee these days?,"Living, learning, and doing music.",#study,23,1,632,643,False,2320,0
114354,trade2342,Boost your betting results now! visit our website. #giveaway,Crypto marketing bot. special deal.,#trading #crypto,60,1,6049,949,False,256,1
111866,deal2048,"Join our casino program today, click this link! #NFT",24/7 forex signals and updates.,#deal #bot #win,72,1,320,237,False,337,1
102733,sara173,Anyone else blessed about work these days?,Friends lover and excited person.,#happy #life,3,1,626,379,False,776,0
112167,bot9216,Earn money with stock trading. sign up today! #giveaway,Official NFT promotion account. visit our website.,#trading #promo #bot #crypto,0,2,65,1596,False,458,1
117697,auto2663,Boost your stock trading results now! win prizes. #trading,Automated loan alerts and updates.,#crypto #giveaway #ad #sponsored,19,3,86,1018,False,494,1
101693,sam,Spending my time on gaming and feeling blessed.,Just a human who loves holiday.,#friends,22,3,589,392,False,1338,0
116431,offer8436,"Join our AI signals program today, special deal! #trading",Crypto marketing bot. discount.,#discount #win #trading #bot #deal,51,4,5765,1452,False,129,1
111505,auto3592,Boost your stock trading results now! exclusive access. #ad,Official betting promotion account. win prizes.,#promo #bot #trading #sponsored,30,2,33,66,False,440,1
104385,alex_life,Anyone else stressed about food these days?,Student | coding | trying my best.,#family #music,11,3,0,365,False,1522,0
116852,trade9208,"Join our betting program today, giveaway! #ad",Official forex promotion account. discount.,#bot #win #giveaway #promo,11,0,135,593,False,477,1
110978,promo3969,Earn money with betting. exclusive access! #promo,Crypto growth service. buy now.,#win #deal #bot #discount #NFT,75,2,4414,127,False,401,1
109384,neha_food,"Feeling grateful today, thinking about cricket.","Excited soul, food and coffee.",#family,0,1,738,274,False,1648,0
103289,maria850,"Another day, more family. Stay stressed everyone.",Just a human who loves food.,#life,31,1,1053,564,False,1787,0
117374,deal8191,Boost your stock trading results now! win prizes. #deal,24/7 forex signals and updates.,#discount #promo #bot #deal,71,4,409,851,False,728,1
102499,sara739,Life update: family and angry vibes.,Student | friends | trying my best.,,29,0,1305,451,False,1973,0
115966,promo5354,"Join our AI signals program today, special deal! #discount",Forex growth service. click this link.,#trading #win,74,2,4841,477,False,202,1
115575,auto9719,"New casino strategy released, exclusive access! #crypto",Nft growth service. win prizes.,#win #ad #promo #trading,41,4,22,371,False,532,1
119238,trade4627,"Automate your online course profits, visit our website! #trading",Betting marketing bot. buy now.,#crypto #NFT #bot #trading,67,4,225,435,False,476,1
116125,offer4864,"Automate your loan profits, special deal! #NFT",Nft growth service. limited offer.,#crypto #NFT #sponsored #deal,40,3,166,498,False,97,1
107983,priya_dev,Life update: weekend and excited vibes.,"Living, learning, and doing exams.",,0,1,967,520,False,1382,0
113201,promo7078,Earn money with stock trading. click this link! #win,Casino marketing bot. visit our website.,#NFT #promo,62,3,202,279,False,245,1
115012,crypto6575,Earn money with online course. exclusive access! #crypto,Ai signals growth service. limited offer.,#crypto #deal,2,3,146,523,False,547,1
115794,crypto8666,"New followers strategy released, exclusive access! #promo",Followers growth service. sign up today.,#win #deal #trading #bot,52,4,3885,373,False,435,1
110062,trade1347,Boost your likes results now! click this link. #crypto,Automated AI signals alerts and updates.,#deal #giveaway,83,3,5950,2614,False,588,1
117192,trade7252,Boost your crypto results now! giveaway. #NFT,24/7 AI signals signals and updates.,#win #sponsored,77,2,185,50,False,80,1
102574,sam_life,Life update: family and excited vibes.,Just a human who loves cricket.,,10,0,971,434,False,1171,0
115613,offer3543,"Join our betting program today, buy now! #win",Automated loan alerts and updates.,#NFT #discount #bot,71,4,4679,998,False,729,1
114335,auto1864,"Automate your AI signals profits, click this link! #promo",Forex marketing bot. discount.,#trading #deal #win #ad,61,4,1874,844,False,79,1
